465,40.692392,-73.989924
2578,40.641878,-73.899026
2823,40.641878,-73.899026
1579,40.654296,-73.985412
1271,40.687074,-73.870978
821,40.678086,-73.957911
587,40.678086,-73.957911
613,40.678086,-73.957911
733,40.69543,-73.945734
744,40.69543,-73.945734
580,40.69543,-73.945734
814,40.69543,-73.945734
606,40.69543,-73.945734
734,40.69543,-73.945734
731,40.69543,-73.945734
452,40.69665,-73.997123
430,40.69665,-73.997123
549,40.69665,-73.997123
325,40.69665,-73.997123
309,40.69665,-73.997123
1708,40.574675,-73.96989
1273,40.659996,-73.868006
476,40.693009,-73.995145
310,40.690712,-73.971374
326,40.690712,-73.971374
552,40.690712,-73.971374
2068,40.672253,-73.945152
702,40.684908,-73.970221
2092,40.672253,-73.945152
1932,40.672253,-73.945152
1948,40.672253,-73.945152
2569,40.622196,-73.933881
893,40.691845,-73.934244
1383,40.681956,-73.88423
1185,40.681956,-73.88423
1125,40.681956,-73.88423
1837,40.67555,-73.967796
1436,40.672872,-74.001496
481,40.692392,-73.989924
308,40.692392,-73.989924
303,40.692392,-73.989924
323,40.692392,-73.989924
319,40.692392,-73.989924
550,40.692392,-73.989924
551,40.692392,-73.989924
307,40.692392,-73.989924
545,40.692392,-73.989924
324,40.692392,-73.989924
515,40.689538,-73.967345
114,40.701505,-73.943201
765,40.668981,-73.950865
1531,40.660351,-73.984271
2688,40.651802,-73.900371
2631,40.651802,-73.900371
2920,40.651802,-73.900371
2254,40.652711,-73.91486
373,40.694923,-73.980176
342,40.694923,-73.980176
1953,40.672253,-73.945152
1955,40.672253,-73.945152
1916,40.672253,-73.945152
1918,40.672253,-73.945152
869,40.689894,-73.918156
870,40.689894,-73.918156
2386,40.65966,-73.918023
2056,40.668146,-73.957075
2041,40.668146,-73.957075
1218,40.664675,-73.882245
142,40.705227,-73.958173
156,40.705227,-73.958173
444,40.690999,-73.983453
949,40.691078,-73.915821
2269,40.65966,-73.918023
2534,40.65966,-73.918023
2300,40.65966,-73.918023
2388,40.65966,-73.918023
2383,40.660076,-73.918967
197,40.706335,-73.956451
1987,40.663785,-73.950962
479,40.696256,-73.992585
171,40.71141,-73.939219
853,40.699152,-73.932063
639,40.696861,-73.936361
1949,40.683905,-73.991491
2093,40.683905,-73.991491
1933,40.683905,-73.991491
2844,40.624189,-73.939622
2879,40.625815,-73.940247
375,40.699287,-73.971186
390,40.699287,-73.971186
2065,40.672253,-73.945152
995,40.7056,-73.923828
725,40.679167,-73.914109
2770,40.626995,-73.891481
