,lon,lat,properties
6543,-73.968218,40.67945,blue-26
6544,-73.968229,40.67942,blue-26
6545,-73.968254,40.679352,blue-26
6546,-73.968334,40.679119,blue-26
6547,-73.968445,40.678831,blue-26
6548,-73.968487,40.678715,blue-26
6549,-73.968522,40.678619,blue-26
6550,-73.968551,40.678545,blue-26
6551,-73.968576,40.678479,blue-26
6552,-73.968841,40.67774,blue-26
6553,-73.968866,40.677667,blue-26
6554,-73.968889,40.677599,blue-26
6555,-73.968955,40.677402,blue-26
6556,-73.969069,40.677088,blue-26
6557,-73.969156,40.676859,blue-26
6558,-73.969183,40.676787,blue-26
6559,-73.969209,40.67672,blue-26
6560,-73.969472,40.675977,blue-26
6561,-73.969498,40.675906,blue-26
6562,-73.96952,40.675843,blue-26
6563,-73.969585,40.675659,blue-26
6564,-73.969658,40.675452,blue-26
6565,-73.969688,40.675367,blue-26
6566,-73.969729,40.675268,blue-26
6567,-73.969802,40.675076,blue-26
6568,-73.969941,40.674937,blue-26
6569,-73.970073,40.674823,blue-26
6570,-73.970098,40.674801,blue-26
6571,-73.97019,40.674723,blue-26
6572,-73.970263,40.674664,blue-26
6573,-73.97033,40.674606,blue-26
6574,-73.970423,40.674534,blue-26
6575,-73.970485,40.674482,blue-26
6576,-73.970548,40.674428,blue-26
6577,-73.970655,40.67435,blue-26
6578,-73.97068,40.67428,blue-26
6579,-73.970693,40.674226,blue-26
6580,-73.970706,40.674155999999996,blue-26
6581,-73.970712,40.674101,blue-26
6582,-73.970717,40.674013,blue-26
6583,-73.970712,40.673926,blue-26
6584,-73.970694,40.673832,blue-26
6585,-73.97066,40.673701,blue-26
6586,-73.970508,40.673497,blue-26
6587,-73.970408,40.673281,blue-26
6588,-73.97034,40.673132,blue-26
6589,-73.970257,40.672952,blue-26
6590,-73.970213,40.672875,blue-26
6591,-73.970173,40.672819,blue-26
6592,-73.970116,40.672738,blue-26
6593,-73.970101,40.672718,blue-26
6594,-73.970041,40.672641,blue-26
6595,-73.969764,40.672641,blue-26
6596,-73.969653,40.672641,blue-26
6597,-73.969464,40.672603,blue-26
6598,-73.96935,40.672578,blue-26
6599,-73.969276,40.672558,blue-26
6600,-73.969183,40.672527,blue-26
6601,-73.969076,40.672449,blue-26
6602,-73.969016,40.672375,blue-26
6603,-73.968834,40.672225,blue-26
6604,-73.968771,40.672139,blue-26
6605,-73.968004,40.671091,blue-26
6606,-73.965509,40.667629,blue-26
6607,-73.964356,40.665959,blue-26
6608,-73.964326,40.665917,blue-26
6609,-73.964284,40.665855,blue-26
6610,-73.964241,40.665793,blue-26
6611,-73.963641,40.664924,blue-26
6612,-73.962885,40.663804999999996,blue-26
6613,-73.962666,40.663508,blue-26
6614,-73.9625,40.663267,blue-26
6615,-73.962384,40.663097,blue-26
6616,-73.962315,40.662993,blue-26
6617,-73.962097,40.662666,blue-26
6618,-73.96208,40.662642,blue-26
6619,-73.962033,40.662572,blue-26
6620,-73.961624,40.661962,blue-26
6621,-73.961504,40.661785,blue-26
6622,-73.961437,40.661685,blue-26
6623,-73.961335,40.661541,blue-26
6624,-73.961259,40.661434,blue-26
6625,-73.960927,40.660967,blue-26
6626,-73.960875,40.660895,blue-26
6627,-73.960831,40.660828,blue-26
6628,-73.960747,40.660701,blue-26
6629,-73.960709,40.660635,blue-26
6630,-73.960672,40.660553,blue-26
6631,-73.960648,40.660479,blue-26
6632,-73.960634,40.660422,blue-26
