,lon,lat,properties
25933,-73.968218,40.67945,red-7
25934,-73.968201,40.679497,red-7
25935,-73.967981,40.680122,red-7
25936,-73.967956,40.68019,red-7
25937,-73.967823,40.680162,red-7
25938,-73.965501,40.679677,red-7
25939,-73.965157,40.679605,red-7
25940,-73.965067,40.679586,red-7
25941,-73.964971,40.679566,red-7
25942,-73.964205,40.679407,red-7
25943,-73.964073,40.679379,red-7
25944,-73.963948,40.679353,red-7
25945,-73.96205,40.678954,red-7
25946,-73.961957,40.678934,red-7
25947,-73.961862,40.678914,red-7
25948,-73.958944,40.678303,red-7
25949,-73.958845,40.678282,red-7
25950,-73.95882,40.678352,red-7
25951,-73.958745,40.678559,red-7
25952,-73.958594,40.678985,red-7
25953,-73.958572,40.679049,red-7
25954,-73.958548,40.679122,red-7
25955,-73.958476,40.67932,red-7
25956,-73.95847,40.679337,red-7
25957,-73.95847,40.679337,red-7
25958,-73.95847,40.679337,red-7
25959,-73.958425,40.679465,red-7
25960,-73.958381,40.679587,red-7
25961,-73.958358,40.679657,red-7
25962,-73.958348,40.679686,red-7
25963,-73.958314,40.679779,red-7
25964,-73.95827,40.679899,red-7
25965,-73.958257,40.679943,red-7
25966,-73.95825,40.679978,red-7
25967,-73.958247,40.680008,red-7
25968,-73.958249,40.680041,red-7
25969,-73.958254,40.680078,red-7
25970,-73.958262,40.680119,red-7
25971,-73.958326,40.680433,red-7
25972,-73.958384,40.680729,red-7
25973,-73.958396,40.680798,red-7
25974,-73.958413,40.680883,red-7
25975,-73.958568,40.681655,red-7
25976,-73.958586,40.681743,red-7
25977,-73.958488,40.681722,red-7
25978,-73.958067,40.681633,red-7
25979,-73.957351,40.681483,red-7
25980,-73.956151,40.68123,red-7
25981,-73.955854,40.681167,red-7
25982,-73.955816,40.681159,red-7
25983,-73.955752,40.681146,red-7
25984,-73.955661,40.681127,red-7
25985,-73.955565,40.681106,red-7
25986,-73.955299,40.68105,red-7
25987,-73.954404,40.680862,red-7
25988,-73.953852,40.680742,red-7
25989,-73.953498,40.680665,red-7
25990,-73.953369,40.680637,red-7
25991,-73.953389,40.680733,red-7
25992,-73.953436,40.680965,red-7
25993,-73.953483,40.681201,red-7
25994,-73.953507,40.681318,red-7
25995,-73.95352,40.681382,red-7
25996,-73.953534,40.681456,red-7
25997,-73.953649,40.682049,red-7
25998,-73.953662,40.682117,red-7
25999,-73.953678,40.682195,red-7
26000,-73.953717,40.682389,red-7
26001,-73.953798,40.682789,red-7
26002,-73.953809,40.682848,red-7
26003,-73.953707,40.68286,red-7
26004,-73.950311,40.683251,red-7
26005,-73.950261,40.683257,red-7
26006,-73.950155,40.683269,red-7
26007,-73.950055,40.683281,red-7
26008,-73.94698,40.683634,red-7
26009,-73.946873,40.683646,red-7
26010,-73.946794,40.683655,red-7
26011,-73.944137,40.683961,red-7
26012,-73.944036,40.683973,red-7
26013,-73.94395,40.683983,red-7
26014,-73.942001,40.684208,red-7
26015,-73.942001,40.684208,red-7
26016,-73.942001,40.684208,red-7
26017,-73.942001,40.684208,red-7
26018,-73.941302,40.684289,red-7
26019,-73.941206,40.6843,red-7
