,lon,lat,properties
18358,-73.968218,40.67945,pink-29
18359,-73.968229,40.67942,pink-29
18360,-73.968254,40.679352,pink-29
18361,-73.968334,40.679119,pink-29
18362,-73.968445,40.678831,pink-29
18363,-73.968522,40.678619,pink-29
18364,-73.968551,40.678545,pink-29
18365,-73.968576,40.678479,pink-29
18366,-73.968841,40.67774,pink-29
18367,-73.968866,40.677667,pink-29
18368,-73.968889,40.677599,pink-29
18369,-73.968955,40.677402,pink-29
18370,-73.969069,40.677088,pink-29
18371,-73.969156,40.676859,pink-29
18372,-73.969183,40.676787,pink-29
18373,-73.969209,40.67672,pink-29
18374,-73.969472,40.675977,pink-29
18375,-73.969498,40.675906,pink-29
18376,-73.96952,40.675843,pink-29
18377,-73.969585,40.675659,pink-29
18378,-73.969658,40.675452,pink-29
18379,-73.969688,40.675367,pink-29
18380,-73.969729,40.675268,pink-29
18381,-73.969802,40.675076,pink-29
18382,-73.969941,40.674937,pink-29
18383,-73.970073,40.674823,pink-29
18384,-73.970098,40.674801,pink-29
18385,-73.97019,40.674723,pink-29
18386,-73.970263,40.674664,pink-29
18387,-73.97033,40.674606,pink-29
18388,-73.970423,40.674534,pink-29
18389,-73.970485,40.674482,pink-29
18390,-73.970548,40.674428,pink-29
18391,-73.970655,40.67435,pink-29
18392,-73.97068,40.67428,pink-29
18393,-73.970693,40.674226,pink-29
18394,-73.970706,40.674155999999996,pink-29
18395,-73.970712,40.674101,pink-29
18396,-73.970717,40.674013,pink-29
18397,-73.970712,40.673926,pink-29
18398,-73.970694,40.673832,pink-29
18399,-73.97066,40.673701,pink-29
18400,-73.970508,40.673497,pink-29
18401,-73.970408,40.673281,pink-29
18402,-73.97034,40.673132,pink-29
18403,-73.970257,40.672952,pink-29
18404,-73.970213,40.672875,pink-29
18405,-73.970173,40.672819,pink-29
18406,-73.970116,40.672738,pink-29
18407,-73.970101,40.672718,pink-29
18408,-73.970041,40.672641,pink-29
18409,-73.969764,40.672641,pink-29
18410,-73.969653,40.672641,pink-29
18411,-73.969464,40.672603,pink-29
18412,-73.96935,40.672578,pink-29
18413,-73.969276,40.672558,pink-29
18414,-73.969183,40.672527,pink-29
18415,-73.969076,40.672449,pink-29
18416,-73.969016,40.672375,pink-29
18417,-73.968834,40.672225,pink-29
18418,-73.968771,40.672139,pink-29
18419,-73.968004,40.671091,pink-29
18420,-73.965509,40.667629,pink-29
18421,-73.964356,40.665959,pink-29
18422,-73.964326,40.665917,pink-29
18423,-73.964284,40.665855,pink-29
18424,-73.964241,40.665793,pink-29
18425,-73.963641,40.664924,pink-29
18426,-73.962885,40.663804999999996,pink-29
18427,-73.962666,40.663508,pink-29
18428,-73.9625,40.663267,pink-29
18429,-73.962384,40.663097,pink-29
18430,-73.962315,40.662993,pink-29
18431,-73.962097,40.662666,pink-29
18432,-73.96208,40.662642,pink-29
18433,-73.962033,40.662572,pink-29
18434,-73.961624,40.661962,pink-29
18435,-73.961504,40.661785,pink-29
18436,-73.961437,40.661685,pink-29
18437,-73.961335,40.661541,pink-29
18438,-73.961259,40.661434,pink-29
18439,-73.960927,40.660967,pink-29
18440,-73.960875,40.660895,pink-29
18441,-73.960831,40.660828,pink-29
18442,-73.960747,40.660701,pink-29
18443,-73.960709,40.660635,pink-29
18444,-73.960672,40.660553,pink-29
18445,-73.960648,40.660479,pink-29
18446,-73.960634,40.660422,pink-29
18447,-73.96062,40.66028,pink-29
18448,-73.960612,40.660197,pink-29
18449,-73.960604,40.660103,pink-29
18450,-73.960597,40.660027,pink-29
18451,-73.960593,40.659971,pink-29
18452,-73.960565,40.659649,pink-29
18453,-73.960559,40.659573,pink-29
18454,-73.960552,40.659496,pink-29
18455,-73.960548,40.659436,pink-29
18456,-73.960496,40.65878,pink-29
18457,-73.960461,40.658403,pink-29
18458,-73.960428,40.658144,pink-29
18459,-73.960412,40.658045,pink-29
18460,-73.960403,40.657983,pink-29
18461,-73.960243,40.657232,pink-29
18462,-73.960135,40.656757,pink-29
18463,-73.960091,40.656567,pink-29
18464,-73.960073,40.656486,pink-29
18465,-73.96006,40.656433,pink-29
18466,-73.959881,40.655731,pink-29
