,lon,lat,properties
27495,-73.968218,40.67945,yellow-24
27496,-73.968229,40.67942,yellow-24
27497,-73.968254,40.679352,yellow-24
27498,-73.968334,40.679119,yellow-24
27499,-73.968445,40.678831,yellow-24
27500,-73.968487,40.678715,yellow-24
27501,-73.968522,40.678619,yellow-24
27502,-73.968551,40.678545,yellow-24
27503,-73.968576,40.678479,yellow-24
27504,-73.968841,40.67774,yellow-24
27505,-73.968866,40.677667,yellow-24
27506,-73.968889,40.677599,yellow-24
27507,-73.968955,40.677402,yellow-24
27508,-73.969069,40.677088,yellow-24
27509,-73.969156,40.676859,yellow-24
27510,-73.969183,40.676787,yellow-24
27511,-73.969042,40.676757,yellow-24
27512,-73.966393,40.6762,yellow-24
27513,-73.966296,40.67618,yellow-24
27514,-73.966218,40.676164,yellow-24
27515,-73.966218,40.676164,yellow-24
27516,-73.966218,40.676164,yellow-24
27517,-73.966218,40.676164,yellow-24
27518,-73.96431,40.675765,yellow-24
27519,-73.96431,40.675765,yellow-24
27520,-73.963467,40.675589,yellow-24
27521,-73.963331,40.675561,yellow-24
27522,-73.963318,40.675492,yellow-24
27523,-73.963275,40.675274,yellow-24
27524,-73.963154,40.67466,yellow-24
27525,-73.963137,40.674573,yellow-24
27526,-73.963134,40.674556,yellow-24
27527,-73.963125,40.674506,yellow-24
27528,-73.96302,40.673945,yellow-24
27529,-73.962973,40.673692,yellow-24
27530,-73.962953,40.673584,yellow-24
27531,-73.962935,40.673497,yellow-24
27532,-73.962904,40.673343,yellow-24
27533,-73.962788,40.672773,yellow-24
27534,-73.962773,40.672697,yellow-24
27535,-73.962754,40.6726,yellow-24
27536,-73.962738,40.672511,yellow-24
27537,-73.962689,40.672247,yellow-24
27538,-73.962633,40.671969,yellow-24
27539,-73.962624,40.671927,yellow-24
27540,-73.96261,40.671855,yellow-24
27541,-73.962594,40.671763,yellow-24
27542,-73.962568,40.671636,yellow-24
27543,-73.962428,40.671608,yellow-24
27544,-73.962055,40.671529,yellow-24
27545,-73.961806,40.671477,yellow-24
27546,-73.961432,40.671397999999996,yellow-24
27547,-73.961332,40.671377,yellow-24
27548,-73.961248,40.671359,yellow-24
27549,-73.960925,40.671291,yellow-24
27550,-73.95991,40.671077,yellow-24
27551,-73.95991,40.671077,yellow-24
27552,-73.95991,40.671077,yellow-24
27553,-73.95991,40.671077,yellow-24
27554,-73.95991,40.671077,yellow-24
27555,-73.958632,40.670808,yellow-24
27556,-73.958068,40.670696,yellow-24
27557,-73.957968,40.670676,yellow-24
27558,-73.957883,40.670659,yellow-24
27559,-73.957326,40.670546,yellow-24
27560,-73.955668,40.670193,yellow-24
27561,-73.955404,40.670158,yellow-24
27562,-73.95533,40.670148,yellow-24
27563,-73.955261,40.670139,yellow-24
27564,-73.955317,40.669992,yellow-24
27565,-73.955347,40.669909,yellow-24
27566,-73.955361,40.669871,yellow-24
27567,-73.955565,40.669301,yellow-24
27568,-73.955592,40.669233,yellow-24
27569,-73.955471,40.669232,yellow-24
27570,-73.953456,40.669121,yellow-24
27571,-73.953353,40.669115,yellow-24
27572,-73.953263,40.66911,yellow-24
27573,-73.950865,40.668981,yellow-24
27574,-73.950865,40.668981,yellow-24
27575,-73.950865,40.668981,yellow-24
27576,-73.950865,40.668981,yellow-24
27577,-73.950865,40.668981,yellow-24
27578,-73.950684999,40.668971,yellow-24
27579,-73.950584,40.668965,yellow-24
27580,-73.95059,40.668905,yellow-24
27581,-73.950662,40.668139,yellow-24
27582,-73.950668,40.668072,yellow-24
27583,-73.950674,40.668011,yellow-24
27584,-73.950745,40.667258,yellow-24
27585,-73.950752,40.667181,yellow-24
27586,-73.950759,40.667108,yellow-24
27587,-73.950828,40.666369,yellow-24
27588,-73.950835,40.666289,yellow-24
27589,-73.950841,40.666226,yellow-24
27590,-73.950909,40.665476,yellow-24
27591,-73.950917,40.665392,yellow-24
27592,-73.950923,40.665339,yellow-24
27593,-73.951004,40.664683,yellow-24
27594,-73.951008,40.664651,yellow-24
27595,-73.951029,40.664472,yellow-24
27596,-73.951036,40.66442,yellow-24
27597,-73.950988,40.664019,yellow-24
27598,-73.950974,40.663905,yellow-24
27599,-73.950964,40.663807,yellow-24
27600,-73.950901,40.663205,yellow-24
27601,-73.950893,40.663126,yellow-24
27602,-73.950886,40.663063,yellow-24
27603,-73.95082,40.66245,yellow-24
27604,-73.95081,40.662354,yellow-24
27605,-73.950801,40.662276,yellow-24
27606,-73.950732,40.661646,yellow-24
27607,-73.950724,40.661569,yellow-24
27608,-73.950844,40.661562,yellow-24
27609,-73.953509,40.661395,yellow-24
27610,-73.953615,40.661388,yellow-24
27611,-73.953733,40.661381,yellow-24
27612,-73.955177,40.661291,yellow-24
27613,-73.955177,40.661291,yellow-24
27614,-73.955177,40.661291,yellow-24
27615,-73.955177,40.661291,yellow-24
27616,-73.955177,40.661291,yellow-24
27617,-73.955906,40.661245,yellow-24
27618,-73.955906,40.661245,yellow-24
27619,-73.955906,40.661245,yellow-24
27620,-73.955906,40.661245,yellow-24
27621,-73.955906,40.661245,yellow-24
27622,-73.955906,40.661245,yellow-24
27623,-73.955906,40.661245,yellow-24
27624,-73.955906,40.661245,yellow-24
27625,-73.956858,40.661186,yellow-24
27626,-73.956958,40.66118,yellow-24
27627,-73.956952,40.661128,yellow-24
27628,-73.956881,40.660500999,yellow-24
27629,-73.956874,40.660438,yellow-24
27630,-73.956869,40.660394,yellow-24
27631,-73.956807,40.659791,yellow-24
27632,-73.956801,40.65973,yellow-24
27633,-73.956796,40.659683,yellow-24
27634,-73.956732,40.659079,yellow-24
27635,-73.956725,40.659017,yellow-24
27636,-73.95672,40.658973,yellow-24
27637,-73.956656,40.658367,yellow-24
27638,-73.956649,40.658306,yellow-24
27639,-73.956644,40.65826,yellow-24
27640,-73.956564,40.657515,yellow-24
27641,-73.956558,40.657454,yellow-24
27642,-73.956553,40.657405,yellow-24
27643,-73.956486,40.656782,yellow-24
27644,-73.956478,40.656711,yellow-24
27645,-73.956472,40.656653,yellow-24
27646,-73.956395,40.655943,yellow-24
27647,-73.956388,40.655875,yellow-24
27648,-73.956382,40.655819,yellow-24
27649,-73.95636,40.655609,yellow-24
27650,-73.956308,40.655121,yellow-24
27651,-73.9563,40.655049,yellow-24
27652,-73.956293,40.654987,yellow-24
27653,-73.956194,40.654059,yellow-24
27654,-73.956172,40.653852,yellow-24
27655,-73.956164,40.653777,yellow-24
27656,-73.956157,40.653708,yellow-24
27657,-73.956051,40.652707,yellow-24
27658,-73.956026,40.652465,yellow-24
27659,-73.956009,40.652318,yellow-24
27660,-73.955999,40.652222,yellow-24
27661,-73.955909,40.65145,yellow-24
27662,-73.9559,40.65137,yellow-24
27663,-73.955801,40.651376,yellow-24
27664,-73.955249,40.651405,yellow-24
27665,-73.955249,40.651405,yellow-24
27666,-73.955249,40.651405,yellow-24
