,lon,lat,properties
0,-73.968218,40.67945,black-1
1,-73.968201,40.679497,black-1
2,-73.967981,40.680122,black-1
3,-73.967956,40.68019,black-1
4,-73.967823,40.680162,black-1
5,-73.965501,40.679677,black-1
6,-73.965157,40.679605,black-1
7,-73.965067,40.679586,black-1
8,-73.964971,40.679566,black-1
9,-73.964205,40.679407,black-1
10,-73.964073,40.679379,black-1
11,-73.964091,40.679459,black-1
12,-73.964147,40.67976,black-1
13,-73.964222,40.68016,black-1
14,-73.964236,40.680236,black-1
15,-73.964249,40.680303,black-1
16,-73.964312,40.680584,black-1
17,-73.964381,40.680957,black-1
18,-73.964394,40.68105,black-1
19,-73.964414,40.681192,black-1
20,-73.964427,40.681282,black-1
21,-73.964432,40.681311,black-1
22,-73.964437,40.681341,black-1
23,-73.964529,40.681783,black-1
24,-73.964656,40.682423,black-1
25,-73.964762,40.682953,black-1
26,-73.964779,40.68304,black-1
27,-73.964798,40.683135,black-1
28,-73.96507,40.684487,black-1
29,-73.965082,40.684546,black-1
30,-73.965097,40.684621,black-1
31,-73.965517,40.686692,black-1
32,-73.965525,40.686743,black-1
33,-73.96554,40.686817,black-1
34,-73.965809,40.688144,black-1
35,-73.965822,40.688209,black-1
36,-73.965839,40.68829,black-1
37,-73.965989,40.689023,black-1
38,-73.966104,40.68958,black-1
39,-73.966113,40.689607,black-1
40,-73.966135,40.689673,black-1
41,-73.966165,40.689755,black-1
42,-73.966177,40.689789,black-1
43,-73.966554,40.691693,black-1
44,-73.966566,40.691756,black-1
45,-73.966579,40.691821,black-1
46,-73.966866,40.693265,black-1
47,-73.966881,40.693341,black-1
48,-73.966897,40.69342,black-1
49,-73.967262,40.695234,black-1
50,-73.967344,40.695644,black-1
51,-73.967357,40.695709,black-1
52,-73.967411,40.695989,black-1
53,-73.967427,40.696066,black-1
54,-73.967741,40.697601,black-1
55,-73.96774,40.697629,black-1
56,-73.967737,40.69772,black-1
57,-73.967626,40.697715,black-1
58,-73.966737,40.697677,black-1
59,-73.965785,40.697635,black-1
60,-73.965428,40.69763,black-1
61,-73.964875,40.697714,black-1
62,-73.963949,40.69786,black-1
63,-73.962979,40.698016,black-1
64,-73.962839,40.698039,black-1
65,-73.96272,40.698058,black-1
66,-73.962029,40.69817,black-1
67,-73.961912,40.698193,black-1
68,-73.961892,40.698292,black-1
69,-73.961858,40.698428,black-1
70,-73.961789,40.698606,black-1
71,-73.96171,40.698793,black-1
72,-73.961601,40.698998,black-1
73,-73.961526,40.699108,black-1
74,-73.9614,40.699243,black-1
75,-73.961161,40.699414,black-1
76,-73.961032,40.699485,black-1
77,-73.961071,40.699554,black-1
78,-73.961225,40.699657,black-1
79,-73.961396,40.699772,black-1
80,-73.961609,40.69992,black-1
81,-73.961573,40.699981,black-1
82,-73.961484,40.700117,black-1
83,-73.96128,40.700263,black-1
84,-73.960899,40.701035,black-1
85,-73.960855,40.701125,black-1
86,-73.960809,40.70122,black-1
87,-73.960673,40.701499,black-1
88,-73.96054,40.701711,black-1
89,-73.959935,40.702939,black-1
90,-73.959889,40.703032,black-1
91,-73.959846,40.703115,black-1
92,-73.9598,40.703191,black-1
93,-73.959631,40.70349,black-1
94,-73.958923,40.704701,black-1
95,-73.958884,40.704768,black-1
96,-73.958844,40.704852,black-1
97,-73.958759,40.705027,black-1
98,-73.958126,40.706143,black-1
99,-73.957971,40.706329,black-1
100,-73.957672,40.70652,black-1
101,-73.957597,40.706568,black-1
102,-73.95752,40.706617,black-1
103,-73.957124,40.706863,black-1
104,-73.957103,40.707076,black-1
105,-73.957082,40.707142,black-1
106,-73.957073,40.707225,black-1
107,-73.95704,40.707526,black-1
108,-73.956846,40.707827,black-1
109,-73.956832,40.707845,black-1
110,-73.956808,40.707879,black-1
111,-73.956777,40.707932,black-1
112,-73.956763,40.707956,black-1
113,-73.956728,40.708017,black-1
114,-73.956683,40.708087,black-1
115,-73.956337,40.708626,black-1
