,lon,lat,properties
13167,-73.968218,40.67945,orange-20
13168,-73.968229,40.67942,orange-20
13169,-73.968254,40.679352,orange-20
13170,-73.968334,40.679119,orange-20
13171,-73.968445,40.678831,orange-20
13172,-73.968522,40.678619,orange-20
13173,-73.968551,40.678545,orange-20
13174,-73.968576,40.678479,orange-20
13175,-73.968841,40.67774,orange-20
13176,-73.968866,40.677667,orange-20
13177,-73.968889,40.677599,orange-20
13178,-73.968955,40.677402,orange-20
13179,-73.969069,40.677088,orange-20
13180,-73.969156,40.676859,orange-20
13181,-73.969183,40.676787,orange-20
13182,-73.969209,40.67672,orange-20
13183,-73.969472,40.675977,orange-20
13184,-73.969498,40.675906,orange-20
13185,-73.96952,40.675843,orange-20
13186,-73.969585,40.675659,orange-20
13187,-73.969658,40.675452,orange-20
13188,-73.969688,40.675367,orange-20
13189,-73.969729,40.675268,orange-20
13190,-73.969802,40.675076,orange-20
13191,-73.969941,40.674937,orange-20
13192,-73.970073,40.674823,orange-20
13193,-73.970098,40.674801,orange-20
13194,-73.97019,40.674723,orange-20
13195,-73.970263,40.674664,orange-20
13196,-73.97033,40.674606,orange-20
13197,-73.970423,40.674534,orange-20
13198,-73.970485,40.674482,orange-20
13199,-73.970548,40.674428,orange-20
13200,-73.970655,40.67435,orange-20
13201,-73.97068,40.67428,orange-20
13202,-73.970693,40.674226,orange-20
13203,-73.970706,40.674155999999996,orange-20
13204,-73.970712,40.674101,orange-20
13205,-73.970717,40.674013,orange-20
13206,-73.970712,40.673926,orange-20
13207,-73.970694,40.673832,orange-20
13208,-73.97066,40.673701,orange-20
13209,-73.970508,40.673497,orange-20
13210,-73.970408,40.673281,orange-20
13211,-73.97034,40.673132,orange-20
13212,-73.970257,40.672952,orange-20
13213,-73.970213,40.672875,orange-20
13214,-73.970173,40.672819,orange-20
13215,-73.970116,40.672738,orange-20
13216,-73.970101,40.672718,orange-20
13217,-73.970041,40.672641,orange-20
13218,-73.969764,40.672641,orange-20
13219,-73.969653,40.672641,orange-20
13220,-73.969464,40.672603,orange-20
13221,-73.96935,40.672578,orange-20
13222,-73.969276,40.672558,orange-20
13223,-73.969183,40.672527,orange-20
13224,-73.969076,40.672449,orange-20
13225,-73.969016,40.672375,orange-20
13226,-73.968834,40.672225,orange-20
13227,-73.968771,40.672139,orange-20
13228,-73.968004,40.671091,orange-20
13229,-73.965509,40.667629,orange-20
13230,-73.964356,40.665959,orange-20
13231,-73.964326,40.665917,orange-20
13232,-73.964284,40.665855,orange-20
13233,-73.964241,40.665793,orange-20
13234,-73.963641,40.664924,orange-20
13235,-73.962885,40.663804999999996,orange-20
13236,-73.962666,40.663508,orange-20
13237,-73.9625,40.663267,orange-20
13238,-73.962384,40.663097,orange-20
13239,-73.962315,40.662993,orange-20
13240,-73.962097,40.662666,orange-20
13241,-73.96208,40.662642,orange-20
13242,-73.962033,40.662572,orange-20
13243,-73.961624,40.661962,orange-20
13244,-73.961504,40.661785,orange-20
13245,-73.961437,40.661685,orange-20
13246,-73.961335,40.661541,orange-20
13247,-73.961259,40.661434,orange-20
13248,-73.960927,40.660967,orange-20
13249,-73.960875,40.660895,orange-20
13250,-73.960831,40.660828,orange-20
13251,-73.960747,40.660701,orange-20
13252,-73.960709,40.660635,orange-20
13253,-73.960672,40.660553,orange-20
13254,-73.960648,40.660479,orange-20
13255,-73.960634,40.660422,orange-20
13256,-73.96062,40.66028,orange-20
13257,-73.960612,40.660197,orange-20
13258,-73.960604,40.660103,orange-20
13259,-73.960597,40.660027,orange-20
13260,-73.960593,40.659971,orange-20
13261,-73.960565,40.659649,orange-20
13262,-73.960559,40.659573,orange-20
13263,-73.960552,40.659496,orange-20
13264,-73.960548,40.659436,orange-20
13265,-73.960496,40.65878,orange-20
13266,-73.960461,40.658403,orange-20
13267,-73.960428,40.658144,orange-20
13268,-73.960412,40.658045,orange-20
13269,-73.960403,40.657983,orange-20
13270,-73.960243,40.657232,orange-20
13271,-73.960135,40.656757,orange-20
13272,-73.960091,40.656567,orange-20
13273,-73.960073,40.656486,orange-20
13274,-73.96006,40.656433,orange-20
13275,-73.959881,40.655731,orange-20
13276,-73.95986,40.655637,orange-20
13277,-73.959841,40.655554,orange-20
13278,-73.95981,40.655403,orange-20
13279,-73.959787,40.655288,orange-20
13280,-73.959712,40.654918,orange-20
13281,-73.959697,40.654842,orange-20
13282,-73.959685,40.654782,orange-20
13283,-73.959468,40.653664,orange-20
13284,-73.959451,40.653575000000004,orange-20
13285,-73.959438,40.653504,orange-20
13286,-73.959351,40.653045,orange-20
13287,-73.95933,40.652931,orange-20
13288,-73.959205,40.652938,orange-20
13289,-73.958788,40.652962,orange-20
13290,-73.957522,40.653034,orange-20
13291,-73.957362,40.653029,orange-20
13292,-73.95721,40.652997,orange-20
13293,-73.95664,40.652696,orange-20
13294,-73.956595,40.652633,orange-20
13295,-73.95658,40.652579,orange-20
13296,-73.95656,40.652397,orange-20
13297,-73.956525,40.652333,orange-20
13298,-73.956434,40.652271999999996,orange-20
13299,-73.95612,40.65228,orange-20
13300,-73.956009,40.652318,orange-20
13301,-73.955897,40.65232,orange-20
13302,-73.955488,40.652342,orange-20
13303,-73.953765,40.652432,orange-20
13304,-73.953196,40.652462,orange-20
13305,-73.952774,40.652484,orange-20
13306,-73.952664,40.65249,orange-20
13307,-73.952559,40.652496,orange-20
13308,-73.95154,40.652549,orange-20
13309,-73.95154,40.652549,orange-20
13310,-73.95154,40.652549,orange-20
13311,-73.949887,40.652636,orange-20
13312,-73.949769,40.652642,orange-20
13313,-73.94976,40.652553,orange-20
13314,-73.949676,40.651773,orange-20
13315,-73.949668,40.651697,orange-20
13316,-73.94978,40.651691,orange-20
13317,-73.950493,40.651653,orange-20
13318,-73.94978,40.651691,orange-20
13319,-73.949668,40.651697,orange-20
13320,-73.949662,40.651638,orange-20
13321,-73.949581,40.650899,orange-20
13322,-73.949571,40.650807,orange-20
13323,-73.949464,40.650812,orange-20
13324,-73.949094,40.65083,orange-20
13325,-73.948677,40.650851,orange-20
13326,-73.948591,40.650855,orange-20
13327,-73.948518,40.650858,orange-20
13328,-73.947743,40.650895,orange-20
13329,-73.947656,40.650899,orange-20
13330,-73.947581,40.650903,orange-20
13331,-73.947192,40.650922,orange-20
13332,-73.94679000000001,40.650942,orange-20
13333,-73.946674,40.650948,orange-20
13334,-73.946577,40.650954,orange-20
13335,-73.946292,40.650971,orange-20
13336,-73.945795,40.651001,orange-20
13337,-73.945706,40.651006,orange-20
13338,-73.945631,40.651011,orange-20
13339,-73.944862,40.651067,orange-20
13340,-73.944773,40.651074,orange-20
13341,-73.944699,40.651078,orange-20
13342,-73.944239,40.651105,orange-20
13343,-73.943918,40.651124,orange-20
13344,-73.943803,40.651117,orange-20
13345,-73.943707,40.651112,orange-20
13346,-73.943312,40.651086,orange-20
13347,-73.942923,40.65111,orange-20
13348,-73.942827,40.651116,orange-20
13349,-73.94274,40.651122,orange-20
13350,-73.941978,40.651164,orange-20
13351,-73.941891,40.651169,orange-20
13352,-73.941819,40.651174,orange-20
13353,-73.941412,40.6512,orange-20
13354,-73.941388,40.651201,orange-20
13355,-73.941063,40.651222,orange-20
13356,-73.940957,40.651229,orange-20
13357,-73.94088,40.651233,orange-20
13358,-73.940116,40.651271,orange-20
13359,-73.940025,40.651276,orange-20
13360,-73.939941,40.65128,orange-20
13361,-73.939163,40.65132,orange-20
13362,-73.939051,40.651326,orange-20
13363,-73.93895,40.651331,orange-20
13364,-73.938802,40.651339,orange-20
