,lon,lat,properties
8889,-73.968218,40.67945,green-19
8890,-73.968229,40.67942,green-19
8891,-73.968254,40.679352,green-19
8892,-73.968334,40.679119,green-19
8893,-73.968445,40.678831,green-19
8894,-73.968522,40.678619,green-19
8895,-73.968551,40.678545,green-19
8896,-73.968576,40.678479,green-19
8897,-73.968841,40.67774,green-19
8898,-73.968866,40.677667,green-19
8899,-73.968889,40.677599,green-19
8900,-73.968955,40.677402,green-19
8901,-73.969069,40.677088,green-19
8902,-73.969156,40.676859,green-19
8903,-73.969183,40.676787,green-19
8904,-73.969209,40.67672,green-19
8905,-73.969472,40.675977,green-19
8906,-73.969498,40.675906,green-19
8907,-73.96952,40.675843,green-19
8908,-73.969585,40.675659,green-19
8909,-73.969658,40.675452,green-19
8910,-73.969688,40.675367,green-19
8911,-73.969729,40.675268,green-19
8912,-73.969802,40.675076,green-19
8913,-73.969941,40.674937,green-19
8914,-73.970073,40.674823,green-19
8915,-73.970098,40.674801,green-19
8916,-73.97019,40.674723,green-19
8917,-73.970263,40.674664,green-19
8918,-73.97033,40.674606,green-19
8919,-73.970423,40.674534,green-19
8920,-73.970485,40.674482,green-19
8921,-73.970548,40.674428,green-19
8922,-73.970655,40.67435,green-19
8923,-73.97068,40.67428,green-19
8924,-73.970693,40.674226,green-19
8925,-73.970706,40.674155999999996,green-19
8926,-73.970712,40.674101,green-19
8927,-73.970717,40.674013,green-19
8928,-73.970712,40.673926,green-19
8929,-73.970694,40.673832,green-19
8930,-73.97066,40.673701,green-19
8931,-73.970508,40.673497,green-19
8932,-73.970408,40.673281,green-19
8933,-73.97034,40.673132,green-19
8934,-73.970257,40.672952,green-19
8935,-73.970213,40.672875,green-19
8936,-73.970173,40.672819,green-19
8937,-73.970116,40.672738,green-19
8938,-73.970101,40.672718,green-19
8939,-73.970041,40.672641,green-19
8940,-73.969764,40.672641,green-19
8941,-73.969653,40.672641,green-19
8942,-73.969464,40.672603,green-19
8943,-73.96935,40.672578,green-19
8944,-73.969276,40.672558,green-19
8945,-73.969183,40.672527,green-19
8946,-73.969076,40.672449,green-19
8947,-73.969016,40.672375,green-19
8948,-73.968834,40.672225,green-19
8949,-73.968771,40.672139,green-19
8950,-73.968004,40.671091,green-19
8951,-73.965509,40.667629,green-19
8952,-73.964356,40.665959,green-19
8953,-73.964326,40.665917,green-19
8954,-73.964284,40.665855,green-19
8955,-73.964241,40.665793,green-19
8956,-73.963641,40.664924,green-19
8957,-73.962885,40.663804999999996,green-19
8958,-73.962666,40.663508,green-19
8959,-73.9625,40.663267,green-19
8960,-73.962384,40.663097,green-19
8961,-73.962315,40.662993,green-19
8962,-73.962097,40.662666,green-19
8963,-73.96208,40.662642,green-19
8964,-73.962033,40.662572,green-19
8965,-73.961624,40.661962,green-19
8966,-73.961504,40.661785,green-19
8967,-73.961437,40.661685,green-19
8968,-73.961335,40.661541,green-19
8969,-73.961259,40.661434,green-19
8970,-73.960927,40.660967,green-19
8971,-73.960875,40.660895,green-19
8972,-73.960831,40.660828,green-19
8973,-73.960747,40.660701,green-19
8974,-73.960709,40.660635,green-19
8975,-73.960672,40.660553,green-19
8976,-73.960648,40.660479,green-19
8977,-73.960634,40.660422,green-19
8978,-73.96062,40.66028,green-19
8979,-73.960612,40.660197,green-19
8980,-73.960604,40.660103,green-19
8981,-73.960597,40.660027,green-19
8982,-73.960593,40.659971,green-19
8983,-73.960565,40.659649,green-19
8984,-73.960559,40.659573,green-19
8985,-73.960552,40.659496,green-19
8986,-73.960548,40.659436,green-19
8987,-73.960496,40.65878,green-19
8988,-73.960461,40.658403,green-19
8989,-73.960428,40.658144,green-19
8990,-73.960412,40.658045,green-19
8991,-73.960403,40.657983,green-19
8992,-73.960243,40.657232,green-19
8993,-73.960135,40.656757,green-19
8994,-73.960091,40.656567,green-19
8995,-73.960073,40.656486,green-19
8996,-73.96006,40.656433,green-19
8997,-73.959881,40.655731,green-19
8998,-73.95986,40.655637,green-19
8999,-73.959841,40.655554,green-19
9000,-73.95981,40.655403,green-19
9001,-73.959787,40.655288,green-19
9002,-73.959712,40.654918,green-19
9003,-73.959697,40.654842,green-19
9004,-73.959685,40.654782,green-19
9005,-73.959468,40.653664,green-19
9006,-73.959451,40.653575000000004,green-19
9007,-73.959438,40.653504,green-19
9008,-73.959351,40.653045,green-19
9009,-73.95933,40.652931,green-19
9010,-73.959205,40.652938,green-19
9011,-73.957522,40.653034,green-19
9012,-73.957362,40.653029,green-19
9013,-73.95721,40.652997,green-19
9014,-73.95664,40.652696,green-19
9015,-73.956595,40.652633,green-19
9016,-73.95658,40.652579,green-19
9017,-73.95656,40.652397,green-19
9018,-73.956525,40.652333,green-19
9019,-73.956434,40.652271999999996,green-19
9020,-73.95612,40.65228,green-19
9021,-73.956009,40.652318,green-19
9022,-73.955999,40.652222,green-19
9023,-73.955909,40.65145,green-19
9024,-73.9559,40.65137,green-19
9025,-73.955894,40.651306,green-19
9026,-73.955833,40.650622,green-19
9027,-73.955825,40.65053,green-19
9028,-73.955736,40.650534,green-19
9029,-73.9548,40.65057,green-19
9030,-73.952951,40.650655,green-19
9031,-73.95293,40.650656,green-19
9032,-73.952585,40.650666,green-19
9033,-73.952469,40.65067,green-19
9034,-73.952367,40.650674,green-19
9035,-73.952106,40.650685,green-19
9036,-73.951875,40.650695,green-19
9037,-73.951378,40.650716,green-19
9038,-73.950006,40.650785,green-19
9039,-73.949687,40.650801,green-19
9040,-73.949571,40.650807,green-19
9041,-73.949464,40.650812,green-19
9042,-73.949094,40.65083,green-19
9043,-73.948677,40.650851,green-19
9044,-73.948591,40.650855,green-19
9045,-73.948518,40.650858,green-19
9046,-73.947743,40.650895,green-19
9047,-73.947656,40.650899,green-19
9048,-73.947581,40.650903,green-19
9049,-73.947192,40.650922,green-19
9050,-73.94679000000001,40.650942,green-19
9051,-73.946674,40.650948,green-19
9052,-73.946577,40.650954,green-19
9053,-73.946292,40.650971,green-19
9054,-73.945795,40.651001,green-19
9055,-73.945706,40.651006,green-19
9056,-73.945631,40.651011,green-19
9057,-73.944862,40.651067,green-19
9058,-73.944773,40.651074,green-19
9059,-73.944699,40.651078,green-19
9060,-73.944239,40.651105,green-19
9061,-73.943918,40.651124,green-19
9062,-73.943803,40.651117,green-19
9063,-73.943707,40.651112,green-19
9064,-73.943312,40.651086,green-19
9065,-73.942923,40.65111,green-19
9066,-73.942827,40.651116,green-19
9067,-73.94274,40.651122,green-19
9068,-73.941978,40.651164,green-19
9069,-73.941891,40.651169,green-19
9070,-73.941819,40.651174,green-19
9071,-73.941412,40.6512,green-19
9072,-73.941388,40.651201,green-19
9073,-73.941063,40.651222,green-19
9074,-73.940957,40.651229,green-19
9075,-73.94088,40.651233,green-19
9076,-73.940116,40.651271,green-19
9077,-73.940025,40.651276,green-19
9078,-73.939941,40.65128,green-19
9079,-73.939163,40.65132,green-19
9080,-73.939051,40.651326,green-19
9081,-73.93895,40.651331,green-19
9082,-73.938802,40.651339,green-19
9083,-73.938641,40.651348,green-19
9084,-73.938545,40.651353,green-19
9085,-73.938175,40.651371,green-19
9086,-73.938081,40.651376,green-19
9087,-73.938002,40.65138,green-19
9088,-73.937519,40.651403,green-19
9089,-73.937232,40.651417,green-19
9090,-73.937146,40.651421,green-19
9091,-73.937066,40.651425,green-19
9092,-73.936662,40.651445,green-19
9093,-73.936293,40.651463,green-19
9094,-73.936175,40.651469,green-19
9095,-73.936071,40.651474,green-19
9096,-73.935666,40.651493,green-19
9097,-73.935585,40.651496,green-19
9098,-73.935296,40.65151,green-19
9099,-73.935204,40.651514,green-19
9100,-73.935122,40.651518,green-19
9101,-73.934378,40.651557,green-19
9102,-73.934268,40.651563,green-19
9103,-73.934177,40.651567,green-19
9104,-73.933425,40.6516,green-19
9105,-73.933296,40.651606,green-19
9106,-73.933187,40.651611,green-19
9107,-73.932836,40.65163,green-19
9108,-73.932465,40.651651,green-19
9109,-73.932415,40.651654,green-19
9110,-73.932327,40.651658,green-19
9111,-73.932247,40.651661,green-19
9112,-73.931477,40.651694,green-19
9113,-73.931395,40.651698,green-19
9114,-73.931306,40.651701,green-19
9115,-73.93094,40.651717,green-19
9116,-73.930587,40.651732,green-19
9117,-73.930517,40.651735,green-19
9118,-73.930386,40.651741,green-19
9119,-73.930257,40.65175,green-19
9120,-73.930106,40.65176,green-19
9121,-73.929476,40.651926,green-19
9122,-73.929393,40.651947,green-19
9123,-73.929312,40.651969,green-19
9124,-73.928868,40.652091,green-19
9125,-73.928799,40.652108,green-19
9126,-73.928579,40.652164,green-19
9127,-73.928481,40.652188,green-19
9128,-73.9284,40.652201,green-19
9129,-73.928095,40.652246,green-19
9130,-73.927645,40.652314,green-19
9131,-73.927516,40.652329,green-19
9132,-73.927408,40.652337,green-19
9133,-73.926654,40.652391,green-19
9134,-73.926544,40.652401,green-19
9135,-73.926467,40.652405,green-19
9136,-73.925701,40.652448,green-19
9137,-73.925613,40.652454,green-19
9138,-73.925541,40.652458,green-19
9139,-73.925474,40.652462,green-19
9140,-73.924764,40.6525,green-19
9141,-73.924643,40.652507,green-19
9142,-73.924542,40.652512,green-19
9143,-73.924194,40.65253,green-19
9144,-73.923764,40.652553,green-19
9145,-73.923665,40.652544,green-19
9146,-73.923586,40.652537,green-19
9147,-73.923539,40.652533,green-19
9148,-73.923374,40.652516,green-19
9149,-73.923127,40.652492,green-19
